687YP, 7, -7, Francia, 22-09-2025, 44
687YP, 9, -9, Germania, 28-09-2025, 45
687YP, 0, 51, Brancadoro, 01-10-2025, 46
687YP, 6, -6, Italia, 08-10-2025, 47
687YP, 4, -4, Italia, 15-10-2025, 48
687YP, 6, -6, Spagna, 22-10-2025, 49
687YP, 5, -5, Italia, 28-10-2025, 50
687YP, 0, 36, Brancadoro, 01-11-2025, 51
687YP, 10, -10, Francia, 08-11-2025, 52
687YP, 4, -4, Spagna, 15-11-2025, 53
687YP, 7, -7, Spagna, 22-11-2025, 54
687YP, 3, -3, Francia, 28-11-2025, 55
687YP, 0, 34, Brancadoro, 01-12-2025, 56
687YP, 4, -4, Francia, 08-12-2025, 57
687YP, 10, -10, Spagna, 15-12-2025, 58
687YP, 10, -10, Spagna, 22-12-2025, 59
687YP, 6, -6, Germania, 28-12-2025, 60
734NX, 0, 34, Brancadoro, 01-01-2025, 61
734NX, 9, -9, Spagna, 08-01-2025, 62
734NX, 2, -2, Italia, 15-01-2025, 63
734NX, 2, -2, Germania, 22-01-2025, 64
734NX, 3, -3, Spagna, 28-01-2025, 65
734NX, 0, 49, Brancadoro, 01-02-2025, 66
734NX, 2, -2, Spagna, 08-02-2025, 67
734NX, 7, -7, Spagna, 15-02-2025, 68
734NX, 9, -9, Francia, 22-02-2025, 69
734NX, 9, -9, Italia, 28-02-2025, 70
734NX, 0, 51, Brancadoro, 01-03-2025, 71
734NX, 2, -2, Francia, 08-03-2025, 72
734NX, 6, -6, Italia, 15-03-2025, 73
734NX, 5, -5, Spagna, 22-03-2025, 74
734NX, 3, -3, Spagna, 28-03-2025, 75
734NX, 0, 30, Brancadoro, 01-04-2025, 76
734NX, 5, -5, Germania, 08-04-2025, 77
734NX, 9, -9, Italia, 15-04-2025, 78
734NX, 5, -5, Germania, 22-04-2025, 79
734NX, 3, -3, Francia, 28-04-2025, 80
734NX, 0, 54, Brancadoro, 01-05-2025, 81
734NX, 3, -3, Italia, 08-05-2025, 82
734NX, 10, -10, Francia, 15-05-2025, 83
734NX, 8, -8, Italia, 22-05-2025, 84
734NX, 2, -2, Francia, 28-05-2025, 85
734NX, 0, 58, Brancadoro, 01-06-2025, 86
734NX, 5, -5, Germania, 08-06-2025, 87
734NX, 1, -1, Germania, 15-06-2025, 88
734NX, 10, -10, Italia, 22-06-2025, 89
734NX, 2, -2, Spagna, 28-06-2025, 90
734NX, 0, 56, Brancadoro, 01-07-2025, 91
734NX, 2, -2, Germania, 08-07-2025, 92
734NX, 3, -3, Spagna, 15-07-2025, 93
734NX, 9, -9, Germania, 22-07-2025, 94
734NX, 5, -5, Spagna, 28-07-2025, 95
734NX, 0, 60, Brancadoro, 01-08-2025, 96
734NX, 4, -4, Germania, 08-08-2025, 97
734NX, 5, -5, Spagna, 15-08-2025, 98
734NX, 6, -6, Spagna, 22-08-2025, 99
734NX, 9, -9, Spagna, 28-08-2025, 100
734NX, 0, 33, Brancadoro, 01-09-2025, 101
734NX, 4, -4, Germania, 08-09-2025, 102
734NX, 2, -2, Francia, 15-09-2025, 103
734NX, 1, -1, Germania, 22-09-2025, 104
734NX, 10, -10, Germania, 28-09-2025, 105
734NX, 0, 30, Brancadoro, 01-10-2025, 106
734NX, 2, -2, Italia, 08-10-2025, 107
734NX, 4, -4, Italia, 15-10-2025, 108
734NX, 1, -1, Francia, 22-10-2025, 109
734NX, 2, -2, Germania, 28-10-2025, 110
734NX, 0, 38, Brancadoro, 01-11-2025, 111
734NX, 8, -8, Germania, 08-11-2025, 112
734NX, 9, -9, Germania, 15-11-2025, 113
734NX, 10, -10, Spagna, 22-11-2025, 114
734NX, 4, -4, Spagna, 28-11-2025, 115
734NX, 0, 55, Brancadoro, 01-12-2025, 116
734NX, 7, -7, Germania, 08-12-2025, 117
734NX, 2, -2, Italia, 15-12-2025, 118
734NX, 7, -7, Francia, 22-12-2025, 119
734NX, 7, -7, Spagna, 28-12-2025, 120
281TV, 0, 44, Brancadoro, 01-01-2025, 121
281TV, 1, -1, Italia, 08-01-2025, 122
281TV, 1, -1, Spagna, 15-01-2025, 123
281TV, 6, -6, Italia, 22-01-2025, 124
281TV, 4, -4, Germania, 28-01-2025, 125
281TV, 0, 36, Brancadoro, 01-02-2025, 126
281TV, 9, -9, Spagna, 08-02-2025, 127
281TV, 3, -3, Spagna, 15-02-2025, 128
281TV, 3, -3, Francia, 22-02-2025, 129
281TV, 8, -8, Germania, 28-02-2025, 130
281TV, 0, 57, Brancadoro, 01-03-2025, 131
281TV, 2, -2, Spagna, 08-03-2025, 132
281TV, 9, -9, Italia, 15-03-2025, 133
281TV, 1, -1, Italia, 22-03-2025, 134
281TV, 2, -2, Germania, 28-03-2025, 135
281TV, 0, 35, Brancadoro, 01-04-2025, 136
281TV, 7, -7, Spagna, 08-04-2025, 137
281TV, 8, -8, Germania, 15-04-2025, 138
281TV, 7, -7, Italia, 22-04-2025, 139
281TV, 3, -3, Spagna, 28-04-2025, 140
281TV, 0, 30, Brancadoro, 01-05-2025, 141
281TV, 7, -7, Francia, 08-05-2025, 142
281TV, 8, -8, Francia, 15-05-2025, 143
281TV, 7, -7, Spagna, 22-05-2025, 144
281TV, 3, -3, Germania, 28-05-2025, 145
281TV, 0, 39, Brancadoro, 01-06-2025, 146
281TV, 4, -4, Italia, 08-06-2025, 147
281TV, 10, -10, Italia, 15-06-2025, 148
281TV, 6, -6, Italia, 22-06-2025, 149
281TV, 1, -1, Spagna, 28-06-2025, 150
281TV, 0, 46, Brancadoro, 01-07-2025, 151
281TV, 9, -9, Germania, 08-07-2025, 152
281TV, 1, -1, Italia, 15-07-2025, 153
281TV, 3, -3, Italia, 22-07-2025, 154
281TV, 10, -10, Italia, 28-07-2025, 155
281TV, 0, 51, Brancadoro, 01-08-2025, 156
281TV, 4, -4, Spagna, 08-08-2025, 157
281TV, 2, -2, Germania, 15-08-2025, 158
281TV, 10, -10, Italia, 22-08-2025, 159
281TV, 10, -10, Italia, 28-08-2025, 160
281TV, 0, 43, Brancadoro, 01-09-2025, 161
281TV, 10, -10, Francia, 08-09-2025, 162
281TV, 5, -5, Germania, 15-09-2025, 163
281TV, 6, -6, Germania, 22-09-2025, 164
281TV, 5, -5, Spagna, 28-09-2025, 165
281TV, 0, 34, Brancadoro, 01-10-2025, 166
281TV, 5, -5, Spagna, 08-10-2025, 167
281TV, 6, -6, Italia, 15-10-2025, 168
281TV, 1, -1, Spagna, 22-10-2025, 169
281TV, 10, -10, Italia, 28-10-2025, 170
281TV, 0, 32, Brancadoro, 01-11-2025, 171
281TV, 9, -9, Germania, 08-11-2025, 172
281TV, 9, -9, Francia, 15-11-2025, 173
281TV, 3, -3, Francia, 22-11-2025, 174
281TV, 2, -2, Germania, 28-11-2025, 175
281TV, 0, 41, Brancadoro, 01-12-2025, 176
281TV, 5, -5, Germania, 08-12-2025, 177
281TV, 8, -8, Francia, 15-12-2025, 178
281TV, 10, -10, Italia, 22-12-2025, 179
281TV, 9, -9, Francia, 28-12-2025, 180
824XL, 0, 59, Brancadoro, 01-01-2025, 181
824XL, 2, -2, Germania, 08-01-2025, 182
824XL, 5, -5, Italia, 15-01-2025, 183
824XL, 2, -2, Germania, 22-01-2025, 184
824XL, 5, -5, Francia, 28-01-2025, 185
824XL, 0, 49, Brancadoro, 01-02-2025, 186
824XL, 4, -4, Francia, 08-02-2025, 187
824XL, 4, -4, Francia, 15-02-2025, 188
824XL, 9, -9, Spagna, 22-02-2025, 189
824XL, 5, -5, Italia, 28-02-2025, 190
824XL, 0, 32, Brancadoro, 01-03-2025, 191
824XL, 7, -7, Francia, 08-03-2025, 192
824XL, 1, -1, Italia, 15-03-2025, 193
824XL, 6, -6, Germania, 22-03-2025, 194
824XL, 5, -5, Germania, 28-03-2025, 195
824XL, 0, 53, Brancadoro, 01-04-2025, 196
824XL, 8, -8, Spagna, 08-04-2025, 197
824XL, 9, -9, Italia, 15-04-2025, 198
824XL, 2, -2, Italia, 22-04-2025, 199
824XL, 3, -3, Italia, 28-04-2025, 200
824XL, 0, 56, Brancadoro, 01-05-2025, 201
824XL, 6, -6, Germania, 08-05-2025, 202
824XL, 7, -7, Germania, 15-05-2025, 203
824XL, 1, -1, Francia, 22-05-2025, 204
824XL, 6, -6, Italia, 28-05-2025, 205
824XL, 0, 58, Brancadoro, 01-06-2025, 206
824XL, 6, -6, Germania, 08-06-2025, 207
824XL, 4, -4, Italia, 15-06-2025, 208
824XL, 6, -6, Spagna, 22-06-2025, 209
824XL, 10, -10, Germania, 28-06-2025, 210
824XL, 0, 59, Brancadoro, 01-07-2025, 211
824XL, 4, -4, Germania, 08-07-2025, 212
824XL, 3, -3, Spagna, 15-07-2025, 213
824XL, 1, -1, Germania, 22-07-2025, 214
824XL, 6, -6, Spagna, 28-07-2025, 215
824XL, 0, 55, Brancadoro, 01-08-2025, 216
824XL, 4, -4, Francia, 08-08-2025, 217
824XL, 3, -3, Italia, 15-08-2025, 218
824XL, 7, -7, Italia, 22-08-2025, 219
824XL, 8, -8, Germania, 28-08-2025, 220
824XL, 0, 36, Brancadoro, 01-09-2025, 221
824XL, 8, -8, Francia, 08-09-2025, 222
824XL, 5, -5, Germania, 15-09-2025, 223
824XL, 4, -4, Italia, 22-09-2025, 224
824XL, 4, -4, Spagna, 28-09-2025, 225
824XL, 0, 40, Brancadoro, 01-10-2025, 226
824XL, 5, -5, Italia, 08-10-2025, 227
824XL, 5, -5, Francia, 15-10-2025, 228
824XL, 9, -9, Spagna, 22-10-2025, 229
824XL, 9, -9, Francia, 28-10-2025, 230
824XL, 0, 60, Brancadoro, 01-11-2025, 231
824XL, 1, -1, Italia, 08-11-2025, 232
824XL, 5, -5, Germania, 15-11-2025, 233
824XL, 10, -10, Francia, 22-11-2025, 234
824XL, 1, -1, Italia, 28-11-2025, 235
824XL, 0, 49, Brancadoro, 01-12-2025, 236
824XL, 7, -7, Francia, 08-12-2025, 237
824XL, 6, -6, Spagna, 15-12-2025, 238
824XL, 10, -10, Italia, 22-12-2025, 239
824XL, 7, -7, Germania, 28-12-2025, 240
298JG, 0, 38, Brancadoro, 01-01-2025, 241
298JG, 1, -1, Spagna, 08-01-2025, 242
298JG, 1, -1, Germania, 15-01-2025, 243
298JG, 6, -6, Spagna, 22-01-2025, 244
298JG, 2, -2, Francia, 28-01-2025, 245
298JG, 0, 49, Brancadoro, 01-02-2025, 246
298JG, 6, -6, Italia, 08-02-2025, 247
298JG, 5, -5, Francia, 15-02-2025, 248
298JG, 7, -7, Francia, 22-02-2025, 249
298JG, 7, -7, Francia, 28-02-2025, 250
298JG, 0, 47, Brancadoro, 01-03-2025, 251
298JG, 3, -3, Germania, 08-03-2025, 252
298JG, 7, -7, Spagna, 15-03-2025, 253
298JG, 3, -3, Francia, 22-03-2025, 254
298JG, 7, -7, Italia, 28-03-2025, 255
298JG, 0, 39, Brancadoro, 01-04-2025, 256
298JG, 5, -5, Germania, 08-04-2025, 257
298JG, 7, -7, Francia, 15-04-2025, 258
298JG, 8, -8, Spagna, 22-04-2025, 259
298JG, 8, -8, Germania, 28-04-2025, 260
298JG, 0, 46, Brancadoro, 01-05-2025, 261
298JG, 8, -8, Germania, 08-05-2025, 262
298JG, 2, -2, Francia, 15-05-2025, 263
298JG, 9, -9, Francia, 22-05-2025, 264
298JG, 2, -2, Germania, 28-05-2025, 265
298JG, 0, 51, Brancadoro, 01-06-2025, 266
298JG, 5, -5, Germania, 08-06-2025, 267
298JG, 4, -4, Germania, 15-06-2025, 268
298JG, 1, -1, Italia, 22-06-2025, 269
298JG, 4, -4, Spagna, 28-06-2025, 270
298JG, 0, 49, Brancadoro, 01-07-2025, 271
298JG, 2, -2, Spagna, 08-07-2025, 272
298JG, 7, -7, Germania, 15-07-2025, 273
298JG, 7, -7, Spagna, 22-07-2025, 274
298JG, 7, -7, Germania, 28-07-2025, 275
298JG, 0, 34, Brancadoro, 01-08-2025, 276
298JG, 1, -1, Italia, 08-08-2025, 277
298JG, 7, -7, Germania, 15-08-2025, 278
298JG, 3, -3, Spagna, 22-08-2025, 279
298JG, 1, -1, Germania, 28-08-2025, 280
298JG, 0, 59, Brancadoro, 01-09-2025, 281
298JG, 2, -2, Spagna, 08-09-2025, 282
298JG, 3, -3, Spagna, 15-09-2025, 283
298JG, 9, -9, Francia, 22-09-2025, 284
298JG, 8, -8, Spagna, 28-09-2025, 285
298JG, 0, 56, Brancadoro, 01-10-2025, 286
298JG, 9, -9, Spagna, 08-10-2025, 287
298JG, 3, -3, Spagna, 15-10-2025, 288
298JG, 8, -8, Francia, 22-10-2025, 289
298JG, 4, -4, Francia, 28-10-2025, 290
298JG, 0, 54, Brancadoro, 01-11-2025, 291
298JG, 9, -9, Spagna, 08-11-2025, 292
298JG, 4, -4, Francia, 15-11-2025, 293
298JG, 8, -8, Italia, 22-11-2025, 294
298JG, 5, -5, Germania, 28-11-2025, 295
298JG, 0, 38, Brancadoro, 01-12-2025, 296
298JG, 6, -6, Francia, 08-12-2025, 297
298JG, 9, -9, Italia, 15-12-2025, 298
298JG, 3, -3, Germania, 22-12-2025, 299
298JG, 4, -4, Spagna, 28-12-2025, 300
856JF, 0, 52, Brancadoro, 01-01-2025, 301
856JF, 3, -3, Germania, 08-01-2025, 302
856JF, 2, -2, Spagna, 15-01-2025, 303
856JF, 7, -7, Francia, 22-01-2025, 304
856JF, 9, -9, Spagna, 28-01-2025, 305
856JF, 0, 43, Brancadoro, 01-02-2025, 306
856JF, 1, -1, Germania, 08-02-2025, 307
856JF, 7, -7, Spagna, 15-02-2025, 308
856JF, 10, -10, Italia, 22-02-2025, 309
856JF, 10, -10, Spagna, 28-02-2025, 310
856JF, 0, 45, Brancadoro, 01-03-2025, 311
856JF, 1, -1, Francia, 08-03-2025, 312
856JF, 5, -5, Spagna, 15-03-2025, 313
856JF, 7, -7, Germania, 22-03-2025, 314
856JF, 8, -8, Germania, 28-03-2025, 315
856JF, 0, 38, Brancadoro, 01-04-2025, 316
856JF, 7, -7, Spagna, 08-04-2025, 317
856JF, 1, -1, Spagna, 15-04-2025, 318
856JF, 6, -6, Spagna, 22-04-2025, 319
856JF, 3, -3, Spagna, 28-04-2025, 320
856JF, 0, 59, Brancadoro, 01-05-2025, 321
856JF, 3, -3, Italia, 08-05-2025, 322
856JF, 7, -7, Italia, 15-05-2025, 323
856JF, 2, -2, Spagna, 22-05-2025, 324
856JF, 3, -3, Spagna, 28-05-2025, 325
856JF, 0, 35, Brancadoro, 01-06-2025, 326
856JF, 1, -1, Francia, 08-06-2025, 327
856JF, 7, -7, Francia, 15-06-2025, 328
856JF, 4, -4, Spagna, 22-06-2025, 329
856JF, 6, -6, Francia, 28-06-2025, 330
856JF, 0, 54, Brancadoro, 01-07-2025, 331
856JF, 7, -7, Francia, 08-07-2025, 332
856JF, 7, -7, Francia, 15-07-2025, 333
856JF, 2, -2, Spagna, 22-07-2025, 334
856JF, 1, -1, Italia, 28-07-2025, 335
856JF, 0, 60, Brancadoro, 01-08-2025, 336
856JF, 6, -6, Germania, 08-08-2025, 337
856JF, 2, -2, Italia, 15-08-2025, 338
856JF, 1, -1, Germania, 22-08-2025, 339
856JF, 4, -4, Italia, 28-08-2025, 340
856JF, 0, 49, Brancadoro, 01-09-2025, 341
856JF, 3, -3, Germania, 08-09-2025, 342
856JF, 3, -3, Spagna, 15-09-2025, 343
856JF, 2, -2, Germania, 22-09-2025, 344
856JF, 8, -8, Francia, 28-09-2025, 345
856JF, 0, 54, Brancadoro, 01-10-2025, 346
856JF, 6, -6, Germania, 08-10-2025, 347
856JF, 10, -10, Italia, 15-10-2025, 348
856JF, 3, -3, Francia, 22-10-2025, 349
856JF, 2, -2, Italia, 28-10-2025, 350
856JF, 0, 59, Brancadoro, 01-11-2025, 351
856JF, 5, -5, Spagna, 08-11-2025, 352
856JF, 7, -7, Germania, 15-11-2025, 353
856JF, 2, -2, Germania, 22-11-2025, 354
856JF, 2, -2, Francia, 28-11-2025, 355
856JF, 0, 57, Brancadoro, 01-12-2025, 356
856JF, 10, -10, Italia, 08-12-2025, 357
856JF, 10, -10, Italia, 15-12-2025, 358
856JF, 6, -6, Spagna, 22-12-2025, 359
856JF, 6, -6, Italia, 28-12-2025, 360
468AD, 0, 46, Brancadoro, 01-01-2025, 361
468AD, 6, -6, Italia, 08-01-2025, 362
468AD, 7, -7, Spagna, 15-01-2025, 363
468AD, 2, -2, Spagna, 22-01-2025, 364
468AD, 6, -6, Spagna, 28-01-2025, 365
468AD, 0, 52, Brancadoro, 01-02-2025, 366
468AD, 3, -3, Spagna, 08-02-2025, 367
468AD, 3, -3, Francia, 15-02-2025, 368
468AD, 10, -10, Spagna, 22-02-2025, 369
468AD, 8, -8, Spagna, 28-02-2025, 370
468AD, 0, 56, Brancadoro, 01-03-2025, 371
468AD, 10, -10, Francia, 08-03-2025, 372
468AD, 6, -6, Germania, 15-03-2025, 373
468AD, 2, -2, Francia, 22-03-2025, 374
468AD, 8, -8, Germania, 28-03-2025, 375
468AD, 0, 54, Brancadoro, 01-04-2025, 376
468AD, 8, -8, Spagna, 08-04-2025, 377
468AD, 6, -6, Italia, 15-04-2025, 378
468AD, 8, -8, Francia, 22-04-2025, 379
468AD, 3, -3, Spagna, 28-04-2025, 380
468AD, 0, 36, Brancadoro, 01-05-2025, 381
468AD, 6, -6, Francia, 08-05-2025, 382
468AD, 6, -6, Francia, 15-05-2025, 383
468AD, 10, -10, Francia, 22-05-2025, 384
468AD, 9, -9, Italia, 28-05-2025, 385
468AD, 0, 46, Brancadoro, 01-06-2025, 386
468AD, 4, -4, Italia, 08-06-2025, 387
468AD, 4, -4, Spagna, 15-06-2025, 388
468AD, 8, -8, Germania, 22-06-2025, 389
468AD, 8, -8, Spagna, 28-06-2025, 390
468AD, 0, 44, Brancadoro, 01-07-2025, 391
468AD, 1, -1, Italia, 08-07-2025, 392
468AD, 5, -5, Germania, 15-07-2025, 393
468AD, 7, -7, Germania, 22-07-2025, 394
468AD, 5, -5, Francia, 28-07-2025, 395
468AD, 0, 45, Brancadoro, 01-08-2025, 396
468AD, 9, -9, Francia, 08-08-2025, 397
468AD, 7, -7, Francia, 15-08-2025, 398
468AD, 6, -6, Spagna, 22-08-2025, 399
468AD, 5, -5, Francia, 28-08-2025, 400
468AD, 0, 38, Brancadoro, 01-09-2025, 401
468AD, 4, -4, Italia, 08-09-2025, 402
468AD, 4, -4, Francia, 15-09-2025, 403
468AD, 2, -2, Germania, 22-09-2025, 404
468AD, 4, -4, Germania, 28-09-2025, 405
468AD, 0, 53, Brancadoro, 01-10-2025, 406
468AD, 8, -8, Francia, 08-10-2025, 407
468AD, 10, -10, Francia, 15-10-2025, 408
468AD, 2, -2, Germania, 22-10-2025, 409
468AD, 5, -5, Germania, 28-10-2025, 410
468AD, 0, 41, Brancadoro, 01-11-2025, 411
468AD, 3, -3, Francia, 08-11-2025, 412
468AD, 1, -1, Germania, 15-11-2025, 413
468AD, 5, -5, Italia, 22-11-2025, 414
468AD, 1, -1, Francia, 28-11-2025, 415
468AD, 0, 52, Brancadoro, 01-12-2025, 416
468AD, 3, -3, Spagna, 08-12-2025, 417
468AD, 2, -2, Italia, 15-12-2025, 418
468AD, 10, -10, Francia, 22-12-2025, 419
468AD, 8, -8, Spagna, 28-12-2025, 420
277HY, 0, 44, Brancadoro, 01-01-2025, 421
277HY, 6, -6, Germania, 08-01-2025, 422
277HY, 1, -1, Francia, 15-01-2025, 423
277HY, 8, -8, Italia, 22-01-2025, 424
277HY, 2, -2, Spagna, 28-01-2025, 425
277HY, 0, 45, Brancadoro, 01-02-2025, 426
277HY, 2, -2, Italia, 08-02-2025, 427
277HY, 3, -3, Germania, 15-02-2025, 428
277HY, 10, -10, Francia, 22-02-2025, 429
277HY, 2, -2, Germania, 28-02-2025, 430
277HY, 0, 33, Brancadoro, 01-03-2025, 431
277HY, 9, -9, Spagna, 08-03-2025, 432
277HY, 10, -10, Germania, 15-03-2025, 433
277HY, 9, -9, Spagna, 22-03-2025, 434
277HY, 8, -8, Spagna, 28-03-2025, 435
277HY, 0, 39, Brancadoro, 01-04-2025, 436
277HY, 10, -10, Spagna, 08-04-2025, 437
277HY, 5, -5, Italia, 15-04-2025, 438
277HY, 10, -10, Italia, 22-04-2025, 439
277HY, 4, -4, Germania, 28-04-2025, 440
277HY, 0, 38, Brancadoro, 01-05-2025, 441
277HY, 2, -2, Germania, 08-05-2025, 442
277HY, 4, -4, Germania, 15-05-2025, 443
277HY, 9, -9, Italia, 22-05-2025, 444
277HY, 3, -3, Italia, 28-05-2025, 445
277HY, 0, 43, Brancadoro, 01-06-2025, 446
277HY, 8, -8, Spagna, 08-06-2025, 447
277HY, 5, -5, Italia, 15-06-2025, 448
277HY, 4, -4, Francia, 22-06-2025, 449
277HY, 5, -5, Spagna, 28-06-2025, 450
277HY, 0, 32, Brancadoro, 01-07-2025, 451
277HY, 4, -4, Francia, 08-07-2025, 452
277HY, 10, -10, Germania, 15-07-2025, 453
277HY, 7, -7, Italia, 22-07-2025, 454
277HY, 9, -9, Germania, 28-07-2025, 455
277HY, 0, 50, Brancadoro, 01-08-2025, 456
277HY, 3, -3, Francia, 08-08-2025, 457
277HY, 3, -3, Italia, 15-08-2025, 458
277HY, 1, -1, Germania, 22-08-2025, 459
277HY, 5, -5, Francia, 28-08-2025, 460
277HY, 0, 44, Brancadoro, 01-09-2025, 461
277HY, 2, -2, Spagna, 08-09-2025, 462
277HY, 5, -5, Spagna, 15-09-2025, 463
277HY, 5, -5, Spagna, 22-09-2025, 464
277HY, 8, -8, Italia, 28-09-2025, 465
277HY, 0, 49, Brancadoro, 01-10-2025, 466
277HY, 1, -1, Spagna, 08-10-2025, 467
277HY, 6, -6, Francia, 15-10-2025, 468
277HY, 1, -1, Italia, 22-10-2025, 469
277HY, 4, -4, Italia, 28-10-2025, 470
277HY, 0, 54, Brancadoro, 01-11-2025, 471
277HY, 5, -5, Italia, 08-11-2025, 472
277HY, 3, -3, Spagna, 15-11-2025, 473
277HY, 9, -9, Spagna, 22-11-2025, 474
277HY, 5, -5, Germania, 28-11-2025, 475
277HY, 0, 48, Brancadoro, 01-12-2025, 476
277HY, 7, -7, Spagna, 08-12-2025, 477
277HY, 2, -2, Spagna, 15-12-2025, 478
277HY, 6, -6, Spagna, 22-12-2025, 479
277HY, 6, -6, Francia, 28-12-2025, 480
380EA, 0, 51, Brancadoro, 01-01-2025, 481
380EA, 2, -2, Germania, 08-01-2025, 482
380EA, 6, -6, Spagna, 15-01-2025, 483
380EA, 8, -8, Francia, 22-01-2025, 484
380EA, 7, -7, Italia, 28-01-2025, 485
380EA, 0, 44, Brancadoro, 01-02-2025, 486
380EA, 2, -2, Francia, 08-02-2025, 487
380EA, 5, -5, Francia, 15-02-2025, 488
380EA, 2, -2, Spagna, 22-02-2025, 489
380EA, 9, -9, Italia, 28-02-2025, 490
380EA, 0, 51, Brancadoro, 01-03-2025, 491
380EA, 9, -9, Spagna, 08-03-2025, 492
380EA, 7, -7, Italia, 15-03-2025, 493
380EA, 4, -4, Francia, 22-03-2025, 494
380EA, 10, -10, Spagna, 28-03-2025, 495
380EA, 0, 50, Brancadoro, 01-04-2025, 496
380EA, 8, -8, Italia, 08-04-2025, 497
380EA, 4, -4, Francia, 15-04-2025, 498
380EA, 9, -9, Germania, 22-04-2025, 499
380EA, 5, -5, Spagna, 28-04-2025, 500
380EA, 0, 58, Brancadoro, 01-05-2025, 501
380EA, 8, -8, Italia, 08-05-2025, 502
380EA, 1, -1, Germania, 15-05-2025, 503
380EA, 3, -3, Francia, 22-05-2025, 504
380EA, 9, -9, Italia, 28-05-2025, 505
380EA, 0, 47, Brancadoro, 01-06-2025, 506
380EA, 7, -7, Italia, 08-06-2025, 507
380EA, 4, -4, Italia, 15-06-2025, 508
380EA, 8, -8, Italia, 22-06-2025, 509
380EA, 3, -3, Spagna, 28-06-2025, 510
380EA, 0, 59, Brancadoro, 01-07-2025, 511
380EA, 5, -5, Francia, 08-07-2025, 512
380EA, 7, -7, Spagna, 15-07-2025, 513
380EA, 8, -8, Germania, 22-07-2025, 514
380EA, 8, -8, Germania, 28-07-2025, 515
380EA, 0, 42, Brancadoro, 01-08-2025, 516
380EA, 4, -4, Germania, 08-08-2025, 517
380EA, 2, -2, Francia, 15-08-2025, 518
380EA, 7, -7, Francia, 22-08-2025, 519
380EA, 9, -9, Francia, 28-08-2025, 520
380EA, 0, 56, Brancadoro, 01-09-2025, 521
380EA, 1, -1, Francia, 08-09-2025, 522
380EA, 5, -5, Spagna, 15-09-2025, 523
380EA, 3, -3, Spagna, 22-09-2025, 524
380EA, 9, -9, Spagna, 28-09-2025, 525
380EA, 0, 41, Brancadoro, 01-10-2025, 526
380EA, 6, -6, Spagna, 08-10-2025, 527
380EA, 8, -8, Francia, 15-10-2025, 528
380EA, 4, -4, Germania, 22-10-2025, 529
380EA, 10, -10, Spagna, 28-10-2025, 530
380EA, 0, 37, Brancadoro, 01-11-2025, 531
380EA, 7, -7, Italia, 08-11-2025, 532
380EA, 6, -6, Spagna, 15-11-2025, 533
380EA, 7, -7, Spagna, 22-11-2025, 534
380EA, 3, -3, Spagna, 28-11-2025, 535
380EA, 0, 60, Brancadoro, 01-12-2025, 536
380EA, 1, -1, Germania, 08-12-2025, 537
380EA, 9, -9, Francia, 15-12-2025, 538
380EA, 2, -2, Spagna, 22-12-2025, 539
380EA, 2, -2, Spagna, 28-12-2025, 540
610CD, 0, 30, Brancadoro, 01-01-2025, 541
610CD, 3, -3, Spagna, 08-01-2025, 542
